11799482,2,11799482,2
11818157,5,11818157,2
11826815,5,11826815,1
1183032,19,1183032,16
11841986,9,11841986,4
11842312,12,11842312,8
1185034,16,1185034,11
11856912,3,11856912,2
11861063,7,11861063,4
11866651,40,11866651,26
11866869,1,11866869,1
1187188,17,1187188,17
11873789,8,11873789,7
11885148,2,11885148,1
11885653,3,11885653,1
118905,17,118905,11
11896394,9,11896394,4
11902134,9,11902134,7
11905849,3,11905849,2
11906382,5,11906382,4
11907764,42,11907764,29
11912139,11,11912139,8
11921486,2,11921486,1
11922134,36,11922134,23
11924459,41,11924459,33
11946029,8,11946029,7
11964926,20,11964926,12
11966297,8,11966297,4
1197857,63,1197857,37
11980767,2,11980767,1
11983286,63,11983286,43
11985521,1,11985521,1
11986653,38,11986653,24
11990528,3,11990528,2
11992431,13,11992431,10
1200502,34,1200502,24
12020004,4,12020004,2
12020829,3,12020829,2
12023024,1,12023024,1
12026868,2,12026868,1
1203014,60,1203014,51
12033661,10,12033661,4
12034317,1,12034317,1
12047758,3,12047758,2
12049787,7,12049787,3
12051674,13,12051674,9
12052288,32,12052288,21
12052820,12,12052820,5
12067685,2,12067685,2
12069214,8,12069214,6
12071820,5,12071820,3
12081834,7,12081834,6
12087989,12,12087989,7
12092499,19,12092499,15
12094488,3,12094488,1
12103501,4,12103501,3
12109171,21,12109171,13
12125635,4,12125635,4
12126299,2,12126299,1
12130434,2,12130434,1
1214214,1,1214214,1
12143408,4,12143408,3
12154934,31,12154934,19
12175961,1,12175961,1
12176027,2,12176027,1
12183851,20,12183851,11
12191871,7,12191871,6
12208307,1,12208307,1
12208806,4,12208806,3
1220971,43,1220971,26
12210223,8,12210223,6
12211821,10,12211821,9
12221012,6,12221012,4
1222327,2,1222327,2
1223050,39,1223050,31
12233043,37,12233043,17
12233225,27,12233225,16
12233285,26,12233285,14
12233830,30,12233830,24
12246137,1,12246137,1
12253029,8,12253029,5
12253499,6,12253499,3
12262803,1,12262803,1
12264207,7,12264207,5
12265433,5,12265433,4
12268144,4,12268144,3
12269155,55,12269155,42
12286410,3,12286410,3
12287958,1,12287958,1
12290886,2,12290886,1
12291029,19,12291029,15
12303347,1,12303347,1
12304165,20,12304165,12
12308161,29,12308161,21
12308927,24,12308927,10
12309083,33,12309083,22
12318093,4,12318093,3
12320063,3,12320063,3
12339410,8,12339410,6
12343588,30,12343588,16
12344014,3,12344014,3
1234740,9,1234740,3
12351909,21,12351909,15
12356,9,12356,4
12356962,15,12356962,9
12363660,15,12363660,8
12365454,30,12365454,20
12372052,4,12372052,1
12379725,4,12379725,1
12382239,11,12382239,5
12383703,3,12383703,1
12384469,1,12384469,1
12386020,8,12386020,6
12390027,17,12390027,11
1240598,76,1240598,56
12409042,7,12409042,5
12425501,15,12425501,9
12426977,15,12426977,10
12432535,7,12432535,5
12432623,3,12432623,1
12436115,7,12436115,2
12441,29,12441,16
12446656,10,12446656,6
12463555,7,12463555,4
1248870,17,1248870,15
12489916,12,12489916,6
12492474,3,12492474,2
12493396,3,12493396,3
12494334,2,12494334,2
12497846,8,12497846,4
12508801,3,12508801,3
12515067,6,12515067,5
12517081,4,12517081,3
1252289,78,1252289,62
12534735,2,12534735,2
12540640,4,12540640,2
12541136,6,12541136,5
12545716,3,12545716,3
12560987,22,12560987,12
12563549,1,12563549,1
12566065,4,12566065,3
12580274,35,12580274,21
12581300,11,12581300,7
12585455,36,12585455,25
12586305,3,12586305,1
12587887,4,12587887,4
12592117,21,12592117,8
12592696,1,12592696,1
12593225,2,12593225,1
12593295,9,12593295,7
12599820,3,12599820,1
12603280,1,12603280,1
12608363,2,12608363,2
12618291,3,12618291,3
12621291,11,12621291,7
12626504,4,12626504,3
12627225,10,12627225,5
12630619,10,12630619,6
12639344,4,12639344,3
1264217,12,1264217,10
12647606,8,12647606,5
12648403,20,12648403,15
12652181,2,12652181,2
12655758,9,12655758,5
12665563,13,12665563,9
12667158,7,12667158,2
12683680,7,12683680,4
12699603,2,12699603,1
12707324,2,12707324,1
12708781,14,12708781,11
12727401,2,12727401,1
12736032,12,12736032,11
12736777,1,12736777,1
12738641,7,12738641,6
12738816,3,12738816,2
12750816,10,12750816,4
12752020,1,12752020,1
12752442,16,12752442,13
1275498,15,1275498,8
12756776,5,12756776,1
12761363,2,12761363,1
1277618,5,1277618,5
12781774,7,12781774,4
12784064,11,12784064,7
12789527,1,12789527,1
12797493,8,12797493,2
12811191,8,12811191,4
12812461,2,12812461,1
12815192,4,12815192,1
12824498,4,12824498,4
12825412,5,12825412,5
12826145,4,12826145,4
12826881,7,12826881,5
12833084,2,12833084,1
12835086,18,12835086,9
12843196,2,12843196,1
12849003,19,12849003,12
12855005,7,12855005,5
12855343,22,12855343,13
12855396,1,12855396,1
12857811,14,12857811,8
12857981,3,12857981,2
12865092,2,12865092,2
12870514,10,12870514,5
12873268,2,12873268,1
12873559,1,12873559,1
12874603,10,12874603,4
12890156,13,12890156,9
12891323,4,12891323,4
12897110,9,12897110,6
12904318,1,12904318,1
12914154,5,12914154,3
12916551,33,12916551,21
12930651,12,12930651,10
12932001,3,12932001,3
12949270,3,12949270,3
12953937,13,12953937,8
12957423,36,12957423,25
12971157,2,12971157,1
12971329,3,12971329,3
12973308,1,12973308,1
12979965,3,12979965,1
12987348,26,12987348,16
12997334,8,12997334,7
12998272,1,12998272,1
12998582,1,12998582,1
13000520,9,13000520,7
13002808,13,13002808,6
13004551,3,13004551,3
13005579,22,13005579,13
13007124,21,13007124,15
1301500,13,1301500,11
13015353,2,13015353,2
13015653,4,13015653,2
13015767,22,13015767,16
13015832,3,13015832,1
13015927,2,13015927,2
13017162,14,13017162,6
13017460,1,13017460,1
13019695,21,13019695,14
13028092,10,13028092,9
13028899,3,13028899,2
13028935,1,13028935,1
13031523,3,13031523,2
13032590,18,13032590,9
1303261,19,1303261,18
13037372,14,13037372,9
13041602,20,13041602,10
13041752,12,13041752,7
13044229,8,13044229,5
13045194,21,13045194,13
13046976,9,13046976,6
13054720,32,13054720,23
130552,2,130552,1
13056513,11,13056513,10
13059,13,13059,7
13062783,4,13062783,3
13063952,3,13063952,1
13064781,10,13064781,5
13073078,6,13073078,3
13074722,4,13074722,1
13076586,2,13076586,2
13077603,9,13077603,6
13078068,2,13078068,1
13078148,1,13078148,1
13079659,3,13079659,3
13079902,1,13079902,1
13081090,5,13081090,3
13082258,2,13082258,1
13083058,11,13083058,5
13090471,1,13090471,1
13100828,13,13100828,11
13101775,10,13101775,7
13107648,19,13107648,13
13110084,14,13110084,11
13110347,33,13110347,22
13110631,15,13110631,10
13113079,4,13113079,2
13121821,20,13121821,14
13126713,2,13126713,2
13138055,7,13138055,5
13140867,9,13140867,8
13147585,18,13147585,14
13152370,10,13152370,7
13156872,6,13156872,6
13163259,1,13163259,1
13171246,4,13171246,3
13188046,10,13188046,8
13190410,4,13190410,3
13192046,3,13192046,3
1321422,194,1321422,142
13214949,7,13214949,4
13216268,6,13216268,4
13218392,3,13218392,3
13221129,1,13221129,1
1322461,75,1322461,51
13233001,1,13233001,1
13233250,8,13233250,7
13236820,4,13236820,4
13236936,1,13236936,1
13239143,2,13239143,2
13242393,1,13242393,1
13248823,1,13248823,1
13249829,2,13249829,1
13251243,16,13251243,11
13258244,2,13258244,2
13261681,11,13261681,4
13264687,6,13264687,2
13265095,2,13265095,1
13266133,2,13266133,1
13266176,11,13266176,4
13275308,24,13275308,15
13275334,8,13275334,6
1327725,132,1327725,97
13282275,1,13282275,1
13294558,10,13294558,6
13294824,5,13294824,3
13295184,10,13295184,6
1329627,2,1329627,2
13296735,14,13296735,10
13298108,3,13298108,2
13298546,15,13298546,10
13300621,4,13300621,3
13306811,37,13306811,22
13313124,2,13313124,2
13318173,7,13318173,5
13325983,7,13325983,6
13327034,13,13327034,8
1332786,108,1332786,68
13330146,6,13330146,4
13331733,5,13331733,3
13344433,9,13344433,6
13345701,17,13345701,8
13363171,1,13363171,1
13374617,3,13374617,3
13374823,1,13374823,1
13375092,8,13375092,7
13376457,9,13376457,5
13377097,5,13377097,4
13378923,5,13378923,5
13378936,4,13378936,4
13378987,6,13378987,3
13379155,3,13379155,2
13391024,8,13391024,6
13391054,5,13391054,4
13391640,11,13391640,7
13393418,30,13393418,17
13397201,2,13397201,1
1340290,9,1340290,8
1340649,8,1340649,7
1341072,41,1341072,32
13414159,14,13414159,9
13414367,5,13414367,4
13415232,6,13415232,5
13415816,2,13415816,2
13417233,5,13417233,2
13417639,5,13417639,3
13421289,13,13421289,6
1342370,52,1342370,35
13430656,2,13430656,2
13433298,13,13433298,12
13433317,4,13433317,1
13433475,8,13433475,5
13434817,11,13434817,7
13435185,2,13435185,1
13443949,14,13443949,9
13449049,3,13449049,2
13450030,19,13450030,12
13450880,5,13450880,4
13451383,6,13451383,2
13460331,2,13460331,1
13466910,1,13466910,1
13477535,1,13477535,1
13478348,10,13478348,6
13478868,2,13478868,1
13487348,1,13487348,1
13490438,2,13490438,1
13494185,5,13494185,4
13509242,2,13509242,2
13510994,5,13510994,3
13512551,1,13512551,1
13512930,1,13512930,1
13513012,6,13513012,5
13514017,14,13514017,7
13515084,21,13515084,9
13521713,5,13521713,3
13524454,1,13524454,1
13525610,8,13525610,6
1352776,3,1352776,3
13531200,6,13531200,4
13532311,1,13532311,1
13546070,4,13546070,2
13546414,18,13546414,8
13547301,12,13547301,8
13549924,3,13549924,1
13550969,11,13550969,7
13555596,1,13555596,1
13564762,2,13564762,1
13565466,1,13565466,1
13578106,2,13578106,1
13584884,10,13584884,5
1358531,3,1358531,1
13585624,3,13585624,3
13589,52,13589,33
13589343,14,13589343,11
13590412,10,13590412,8
13591607,23,13591607,17
13592,15,13592,10
13592046,9,13592046,3
13594886,28,13594886,19
13602808,7,13602808,5
13605196,6,13605196,3
13606268,7,13606268,3
13613562,3,13613562,1
13614982,7,13614982,5
13622776,2,13622776,1
13623390,5,13623390,4
13624929,4,13624929,4
13624971,1,13624971,1
13640138,5,13640138,1
13642024,1,13642024,1
13642260,5,13642260,3
13642397,4,13642397,3
13642405,8,13642405,4
13651290,4,13651290,4
13652639,3,13652639,2
13653016,2,13653016,1
13653233,2,13653233,1
1365335,9,1365335,7
13655073,1,13655073,1
13655923,19,13655923,17
13658522,3,13658522,2
13667826,4,13667826,3
13669224,4,13669224,3
13671334,4,13671334,3
13674701,2,13674701,1
13674964,5,13674964,5
13677640,5,13677640,3
13684319,1,13684319,1
13684464,4,13684464,2
13685207,3,13685207,2
13685592,3,13685592,2
13696794,2,13696794,2
13697486,2,13697486,2
13697966,3,13697966,2
13698137,19,13698137,10
13699440,1,13699440,1
13707814,2,13707814,2
13709092,4,13709092,3
13709190,20,13709190,10
13711334,1,13711334,1
13713713,8,13713713,5
13723404,4,13723404,1
13724578,8,13724578,4
1372816,6,1372816,2
13728510,9,13728510,7
13730500,7,13730500,2
13733558,8,13733558,4
13733887,11,13733887,9
1373520,70,1373520,53
1374434,23,1374434,17
1374466,25,1374466,18
13744821,8,13744821,4
13746896,6,13746896,6
13751426,5,13751426,5
13751871,3,13751871,1
13753007,3,13753007,1
13767907,11,13767907,7
13768853,10,13768853,5
13778731,3,13778731,3
13782612,3,13782612,2
13788865,8,13788865,4
13796564,1,13796564,1
13797162,6,13797162,5
13800294,2,13800294,1
13810937,2,13810937,1
13812075,14,13812075,8
13813380,4,13813380,2
13814175,4,13814175,1
13816458,7,13816458,5
13820571,29,13820571,22
13830152,5,13830152,3
13855525,5,13855525,1
13863117,7,13863117,4
13864196,7,13864196,5
13864415,3,13864415,2
13865867,5,13865867,5
13866156,1,13866156,1
13872339,4,13872339,3
13874533,9,13874533,4
13884549,15,13884549,9
13907143,6,13907143,5
13908031,4,13908031,3
13908638,24,13908638,10
1391215,111,1391215,61
13912467,4,13912467,4
13912472,8,13912472,7
1391492,71,1391492,50
13924495,2,13924495,1
13926017,4,13926017,1
13927765,12,13927765,5
13937181,5,13937181,3
13942919,6,13942919,5
13943142,2,13943142,1
13951039,7,13951039,4
13955674,3,13955674,3
13959444,6,13959444,4
13960193,5,13960193,4
13968572,2,13968572,2
13968660,1,13968660,1
13969106,3,13969106,2
13969217,3,13969217,2
13979354,14,13979354,7
13992811,8,13992811,6
13993185,10,13993185,8
13994056,11,13994056,7
13995573,1,13995573,1
13996398,2,13996398,1
13998602,3,13998602,2
14013583,2,14013583,1
1401625,4,1401625,1
14025410,1,14025410,1
1403408,12,1403408,10
14040282,6,14040282,3
14043390,4,14043390,1
14055887,1,14055887,1
14056340,1,14056340,1
14057189,6,14057189,6
14057466,2,14057466,2
14071446,2,14071446,1
14072256,15,14072256,5
14072546,25,14072546,14
14074739,1,14074739,1
14075290,16,14075290,7
14083611,17,14083611,10
14085771,2,14085771,1
14086516,9,14086516,6
14091605,17,14091605,15
14092430,11,14092430,7
14092792,6,14092792,4
14093943,1,14093943,1
14094279,12,14094279,8
14104621,1,14104621,1
14105971,13,14105971,9
14107067,7,14107067,4
14109809,3,14109809,2
14110129,5,14110129,3
14124430,3,14124430,3
14125957,7,14125957,7
14127153,1,14127153,1
14137262,9,14137262,5
14141920,9,14141920,3
14151531,7,14151531,5
14153636,6,14153636,3
14158636,1,14158636,1
14168664,8,14168664,6
14178758,11,14178758,9
14186170,5,14186170,5
14203428,2,14203428,1
14204600,7,14204600,7
1421610,6,1421610,4
14217967,4,14217967,2
14219033,3,14219033,2
14220964,2,14220964,1
14221294,5,14221294,2
14222649,2,14222649,1
14231732,5,14231732,3
14242888,5,14242888,2
14246616,3,14246616,3
14250499,1,14250499,1
14252020,6,14252020,2
14254537,2,14254537,1
14255219,8,14255219,5
1425973,12,1425973,9
14262627,3,14262627,1
1426711,13,1426711,6
1426754,73,1426754,46
14274311,5,14274311,2
14282764,3,14282764,1
1428355,62,1428355,46
14300751,3,14300751,1
14300921,6,14300921,3
14303090,3,14303090,3
14308511,5,14308511,5
14322091,1,14322091,1
14335003,1,14335003,1
14336348,1,14336348,1
14339562,1,14339562,1
14340601,3,14340601,3
14351036,5,14351036,3
14367134,3,14367134,3
14368660,2,14368660,2
14387692,1,14387692,1
14388025,10,14388025,9
14400847,2,14400847,2
14404992,2,14404992,2
14407094,1,14407094,1
14414330,1,14414330,1
14414473,4,14414473,4
14418593,2,14418593,2
14426124,4,14426124,1
14426987,5,14426987,2
14428514,1,14428514,1
14429876,3,14429876,3
14443295,2,14443295,2
1445064,73,1445064,53
14460344,6,14460344,3
14461498,2,14461498,2
14461747,2,14461747,1
14468407,2,14468407,2
14469677,3,14469677,3
14469894,1,14469894,1
14474114,1,14474114,1
14483758,2,14483758,1
14486237,1,14486237,1
14489201,3,14489201,3
14504583,2,14504583,1
14506396,2,14506396,2
14522631,2,14522631,2
14522917,8,14522917,4
14532696,2,14532696,1
14533848,2,14533848,1
14536322,2,14536322,1
1454258,163,1454258,122
14566657,1,14566657,1
14572511,1,14572511,1
14572515,4,14572515,2
14574734,3,14574734,3
1458081,27,1458081,20
14591627,4,14591627,3
14592547,2,14592547,2
14603013,1,14603013,1
14603878,2,14603878,1
14632821,4,14632821,2
14651378,1,14651378,1
14655187,1,14655187,1
14662927,2,14662927,1
14663743,1,14663743,1
14663819,1,14663819,1
14673441,1,14673441,1
14679817,2,14679817,2
14682931,1,14682931,1
14683493,1,14683493,1
14691657,4,14691657,2
14692682,1,14692682,1
14698794,3,14698794,2
14710769,1,14710769,1
14711359,2,14711359,1
1471308,72,1471308,48
1471373,73,1471373,39
14719754,1,14719754,1
1472481,231,1472481,169
1472520,231,1472520,151
14742722,1,14742722,1
14743129,1,14743129,1
14756184,1,14756184,1
14759485,1,14759485,1
14760739,1,14760739,1
14767573,1,14767573,1
14770708,1,14770708,1
14770892,1,14770892,1
14774426,1,14774426,1
14774868,2,14774868,1
14778561,2,14778561,1
14780153,2,14780153,1
14813006,1,14813006,1
14823724,1,14823724,1
14843050,2,14843050,1
14843783,3,14843783,2
1489289,39,1489289,32
1494726,9,1494726,6
1497879,320,1497879,222
1498719,11,1498719,7
1510876,23,1510876,15
1525494,80,1525494,55
1529321,109,1529321,83
1529393,7,1529393,4
1541166,16,1541166,9
1544702,222,1544702,159
1545185,31,1545185,22
1550047,60,1550047,36
1551205,40,1551205,30
1551467,5,1551467,4
1584362,232,1584362,154
1587540,26,1587540,20
1591827,117,1591827,84
1596470,9,1596470,5
1602491,26,1602491,20
160572,2,160572,2
1612842,8,1612842,8
1615033,236,1615033,166
1628130,1,1628130,1
1631942,18,1631942,14
1638584,3,1638584,2
163941,138,163941,93
1644031,35,1644031,21
164418,37,164418,29
1648950,81,1648950,52
1658983,46,1658983,39
1668313,17,1668313,11
1692573,92,1692573,71
169430,105,169430,81
1695275,252,1695275,152
1701741,8,1701741,3
1704090,67,1704090,44
1717816,2,1717816,2
1721016,3,1721016,2
1724900,26,1724900,20
1731639,9,1731639,5
1732804,59,1732804,46
1745339,27,1745339,19
1757417,19,1757417,18
1758953,80,1758953,57
176006,88,176006,45
177129,131,177129,89
1775935,3,1775935,1
179244,81,179244,53
179245,33,179245,22
1803138,62,1803138,49
180914,2,180914,1
1810172,20,1810172,16
1810397,26,1810397,21
1811776,173,1811776,122
1815326,125,1815326,88
182049,33,182049,27
1821633,123,1821633,98
182613,50,182613,37
1827762,29,1827762,24
1835533,38,1835533,18
1839549,59,1839549,43
1840255,30,1840255,24
1850260,156,1850260,99
1861070,17,1861070,10
1863443,5,1863443,3
1864705,10,1864705,9
1867881,4,1867881,4
1868124,8,1868124,7
1868513,6,1868513,2
18711,17,18711,13
1873046,29,1873046,19
1881180,43,1881180,29
1881298,192,1881298,134
1884045,173,1884045,112
1885386,119,1885386,88
1885825,97,1885825,66
1886037,1,1886037,1
1887507,42,1887507,28
1887581,64,1887581,39
189965,33,189965,27
1899770,7,1899770,5
1902160,20,1902160,18
1912940,63,1912940,34
1929406,1,1929406,1
1936861,143,1936861,112
1937433,10,1937433,9
1944976,5,1944976,4
1948096,3,1948096,3
1949996,23,1949996,19
195515,1,195515,1
1956275,74,1956275,53
1964878,12,1964878,6
1966195,23,1966195,16
196806,41,196806,32
197146,20,197146,9
197727,22,197727,19
197972,230,197972,185
20000,271,20000,177
2000797,59,2000797,37
200265,118,200265,93
2014651,24,2014651,19
2014882,104,2014882,70
2016500,5,2016500,4
2021274,94,2021274,73
2021483,1,2021483,1
2021489,4,2021489,1
2022303,84,2022303,56
2043261,15,2043261,12
2043529,19,2043529,13
2043541,37,2043541,17
205894,125,205894,70
2061478,9,2061478,8
2077794,14,2077794,9
210097,115,210097,89
2108738,34,2108738,26
2114274,20,2114274,15
2126053,37,2126053,27
213086,22,213086,14
21337,11,21337,10
2135075,92,2135075,61
2167993,56,2167993,46
2174476,65,2174476,43
2174711,101,2174711,72
217498,120,217498,88
218259,5,218259,3
2183058,73,2183058,56
2183117,19,2183117,12
2186358,9,2186358,8
2187766,22,2187766,14
2189086,12,2189086,8
21891,21,21891,16
220676,160,220676,125
2215762,16,2215762,14
2216767,51,2216767,42
2219399,49,2219399,38
22208,4,22208,3
22212,23,22212,9
2227959,176,2227959,133
22354,215,22354,155
2246959,22,2246959,11
2247190,14,2247190,13
225224,184,225224,128
225834,38,225834,27
225979,70,225979,54
2277821,83,2277821,58
2278704,81,2278704,50
228883,4,228883,3
2292495,27,2292495,15
2294730,9,2294730,4
2295530,122,2295530,95
2301709,42,2301709,26
2308630,32,2308630,27
2326445,56,2326445,46
232990,55,232990,46
2360109,43,2360109,28
23619,127,23619,94
2365632,55,2365632,38
2372987,39,2372987,20
2374089,5,2374089,2
2378421,63,2378421,49
2384107,19,2384107,15
2384581,14,2384581,9
238846,15,238846,6
2395326,135,2395326,104
2410846,6,2410846,3
2412715,2,2412715,1
2423613,13,2423613,6
24240,37,24240,30
2429961,17,2429961,13
2441095,74,2441095,44
2473997,31,2473997,20
2481019,14,2481019,9
2495047,8,2495047,6
250345,22,250345,17
250983,13,250983,10
25142,9,25142,3
2515870,86,2515870,59
2526773,6,2526773,4
2529318,29,2529318,15
2538536,17,2538536,13
25418,4,25418,3
2547075,20,2547075,13
2547129,9,2547129,6
2549840,39,2549840,26
2555771,8,2555771,3
2564544,60,2564544,46
2573685,5,2573685,5
257588,132,257588,100
2583074,31,2583074,27
2592416,6,2592416,5
2621242,6,2621242,5
2633478,12,2633478,7
2634361,49,2634361,29
2634499,41,2634499,19
2636365,60,2636365,48
2649521,8,2649521,7
2657905,49,2657905,37
2658094,68,2658094,43
2660908,15,2660908,3
2663667,16,2663667,11
2672058,10,2672058,7
2682662,28,2682662,17
2683284,115,2683284,85
2684840,1,2684840,1
2694019,34,2694019,22
2698996,131,2698996,106
2701124,31,2701124,21
2706986,16,2706986,11
27141,4,27141,2
2722165,50,2722165,36
2723274,10,2723274,8
2747654,67,2747654,41
2754149,50,2754149,40
2754975,30,2754975,26
27611,8,27611,5
276450,54,276450,35
2764624,109,2764624,67
2769450,3,2769450,2
2776143,242,2776143,157
2776391,34,2776391,29
2778656,10,2778656,6
2794782,40,2794782,35
2798787,94,2798787,69
2810123,4,2810123,3
2811937,43,2811937,31
28150,21,28150,16
2821825,4,2821825,3
2821921,3,2821921,2
2823378,31,2823378,19
2831504,2,2831504,1
2842124,33,2842124,22
2843445,67,2843445,54
2843596,79,2843596,57
2846739,96,2846739,66
2848239,33,2848239,16
2848330,33,2848330,16
2848362,30,2848362,14
2848370,36,2848370,15
2848393,8,2848393,3
2862120,41,2862120,33
2875267,148,2875267,111
2880944,4,2880944,4
2881388,95,2881388,74
2884903,6,2884903,5
