1724900	26
1731639	9
1732804	59
1745339	27
1755376	2
1757417	19
1758953	80
1775935	3
1776190	1
1803138	62
1810172	20
1810397	26
1811776	173
1815326	125
1819994	1
1821633	123
1827762	29
1835533	38
1839549	59
1840255	30
1850260	156
1861070	17
1863443	5
1864705	10
1867754	1
1867881	4
1868124	8
1868513	6
1873046	29
1881180	43
1881298	192
1884045	173
1885386	119
1885825	97
1886037	1
1887507	42
1887581	64
1899770	7
1902160	20
1912940	63
1929406	1
1936861	143
1937433	10
1944976	5
1948096	3
1949996	23
1956275	74
1961034	1
1964878	12
1966195	23
2000797	59
2014651	24
2014882	104
2016500	5
2021274	94
2021483	1
2021489	4
2022303	84
2043261	15
2043529	19
2043541	37
2061478	9
2077794	14
2108738	34
2114274	20
2126053	37
2135075	92
2167993	56
2174476	65
2174711	101
2183058	73
2183117	19
2186358	9
2187766	22
2189086	12
2215762	16
2216767	51
2219399	49
2227959	176
2243499	1
2246959	22
2247190	14
2277821	83
2278704	81
2292495	27
2294730	9
2295530	122
2301709	42
2308630	32
2326445	56
2360109	43
2365632	55
2372987	39
2374089	5
2376518	1
2378421	63
2384107	19
2384581	14
2395326	135
2410846	6
2412715	2
2423613	13
2429961	17
2441095	74
2473997	31
2481019	14
2495047	8
2515870	86
2526773	6
2529318	29
2538536	17
2547075	20
2547129	9
2549840	39
2555771	8
2564544	60
2573685	5
2583074	31
2592416	6
2621242	6
2633478	12
2634361	49
2634499	41
2636365	60
2649521	8
2657905	49
2658094	68
2660908	15
2663667	16
2672058	10
2682662	28
2683284	115
2684840	1
2694019	34
2698996	131
2701124	31
2706986	16
2722165	50
2723274	10
2729015	1
2747654	67
2754149	50
2754975	30
2764624	109
2769450	3
2776143	242
2776391	34
2778656	10
2794782	40
2798787	94
2810123	4
2811937	43
2821825	4
2821921	3
2823378	31
2831504	2
2842124	33
2843445	67
2843596	79
2846739	96
2848239	33
2848330	33
2848362	30
2848370	36
2848393	8
2862120	41
2875267	148
2880944	4
2881388	95
2884903	6
2886933	46
2892825	7
2898226	130
2915595	47
2915643	1
2916208	26
2930663	68
2931165	70
2931271	27
2931870	48
2933661	14
2943804	7
2947662	84
2950175	12
2963419	20
2998554	19
3006311	7
3012529	178
3021446	107
3021862	12
3032367	41
3050565	23
3052935	13
3057116	53
3060038	24
3068453	74
3069104	17
3075044	36
3079305	29
3094942	10
3129309	171
3131519	8
3164650	7
3166256	102
3181719	44
3182473	9
3182652	5
3193484	3
3198169	9
3229255	53
3236496	4
3250739	16
3250847	4
3276286	39
3278624	3
3289921	18
3294152	77
3294775	62
3302294	133
3303497	12
3303860	4
3309941	18
3311675	3
3342094	14
3342206	2
3343428	14
3344322	32
3344639	45
3351728	9
3359170	1
3363097	21
3371091	13
3377100	60
3377871	38
3389896	4
3392423	91
3394437	14
3410087	80
3412990	60
3415033	24
3415245	2
3415434	8
3419711	47
3420221	36
3420384	1
3432321	82
3434614	25
3457722	23
3458030	14
3519768	12
3520353	66
3521944	4
3522237	2
3528826	103
3539510	12
3575220	8
3585343	47
3589267	16
3589869	4
3591359	26
3591388	30
3593290	8
3601030	77
3601254	44
3601424	93
3602379	81
3606396	4
3609536	9
3615760	76
3616081	127
3628320	12
3629014	48
3641545	5
3653207	58
3656168	4
3659917	42
3664031	42
3668038	15
3673104	9
3673688	36
3677662	38
3678429	8
3693850	184
3701108	9
3703674	4
3704801	2
3721095	98
3727560	91
3730447	29
3740274	36
3749523	112
3755609	21
3765014	9
3765289	2
3775876	10
3783090	12
3788075	23
3792147	48
3802530	9
3808557	10
3820516	2
3839678	10
3842286	22
3866526	25
3867014	7
3870046	33
3873776	7
3881993	8
3888360	24
3890373	83
3897963	83
3897995	80
3898015	39
3901439	66
3903273	5
3903324	6
3905508	28
3914363	5
3917027	58
3931204	9
3945704	95
3946215	101
3953472	12
3957602	63
3967611	4
3968797	29
3969526	111
3974503	1
3977877	3
3985462	121
3987926	169
3988018	173
3992208	184
3997572	3
4000384	58
4015972	94
4020650	67
4021522	6
4025194	150
4032126	9
4032756	18
4034018	15
4040151	15
4044840	5
4053612	30
4054079	61
4065322	23
4065578	68
4069422	13
4075898	41
4080000	75
4080849	3
4085362	20
4089940	31
4090224	176
4098410	20
4105704	104
4106372	49
4107959	67
4109165	1
4112178	1
4118162	25
4119345	5
4132983	17
4143561	15
4149974	70
4151979	88
4160585	34
4173285	4
4177233	54
4178790	37
4180178	1
4181163	3
4181530	18
4190704	81
4196643	72
4205641	46
4216208	40
4223387	43
4233242	15
4255538	10
4261781	10
4261784	3
4262255	57
4263736	85
4275846	54
4278067	35
4278873	38
4279959	24
4283698	55
4287348	56
4287366	7
4287989	7
4291607	4
4293597	95
4294557	5
4294835	43
4303606	43
4304969	135
4314054	198
4315439	1
4331214	34
4332035	1
4339392	7
4340110	74
4350898	2
4350995	8
4351970	2
4358181	4
4359160	174
4364925	52
4364989	31
4377247	33
4402209	20
4402259	33
4405982	18
4409653	1
4409819	2
4410142	18
4410765	3
4430821	22
4431210	5
4432035	50
4435883	2
4445906	3
4446413	7
4447430	18
4452800	2
4456987	16
4457943	44
4460532	78
4461111	2
4461613	3
4461846	4
4461901	2
4467841	1
4475740	1
4479140	5
4484747	5
4484798	16
4489490	16
4489588	16
4489752	22
4489920	1
4490826	3
4493030	1
4494419	2
4503393	3
4510513	21
4516065	3
4518100	14
4518380	13
4518710	38
4518756	19
4526315	28
4526384	7
4527029	7
4530670	30
4532603	13
4546333	30
4547353	4
4549374	59
4553903	140
4555637	40
4558443	22
4559774	20
4560053	23
4565470	3
4567815	10
4568116	163
4573238	45
4573388	47
4573458	27
4574921	78
4577188	64
4580825	51
4583526	75
4585452	1
4586590	102
4586681	42
4588530	10
4593974	4
4598026	19
4603588	5
4603803	13
4609785	57
4610745	18
4614037	32
4628907	6
4632511	23
4635390	13
4638356	21
4644069	1
4644455	1
4652263	1
4653267	1
4662379	20
4670285	16
4679319	4
4687499	24
4695542	158
4698367	60
4698487	4
4699742	6
4699828	30
4710583	2
4718577	11
4736217	1
4737304	15
4742275	6
4750791	16
4759640	1
4765070	139
4767023	9
4777111	14
4787213	6
4787233	4
4787359	18
4792901	2
4793787	110
4812786	1
4820071	174
4823089	28
4828640	54
4838985	6
4860853	21
4861476	35
4863101	95
4863108	88
4868653	11
4870883	8
4875342	11
4879579	6
4879702	20
4900659	30
4909590	103
4916260	12
4922204	82
4924009	52
4924910	111
4928894	10
4934600	64
4947526	54
4948724	11
4964365	6
4967219	143
4972820	1
4975581	47
4977034	34
4978467	2
4995033	33
4996375	55
5004278	28
5019306	38
5025015	99
5026613	58
5048406	23
5049582	8
5054601	38
5058148	6
5064995	13
5067019	3
5074924	55
5075267	39
5076880	20
5078127	24
5085125	121
5086521	32
5088560	38
5124772	3
5125723	29
5146447	45
5146451	32
5146580	58
5153080	49
5163162	68
5166870	32
5174821	50
5182313	68
5191658	24
5212321	1
5215982	20
5267396	73
5269216	43
5280183	3
5280827	6
5293067	23
5295491	26
5308475	12
5317935	3
5344465	12
5352623	4
5364137	49
5371051	25
5371687	26
5380160	27
5384923	23
5405928	10
5412487	1
5433246	4
5434353	7
5445126	5
5447285	1
5453775	14
5454513	13
5455004	22
5455293	16
5478135	17
5481243	15
5495547	4
5498472	1
5511911	1
5511924	26
5521378	6
5526487	28
5526514	25
5532549	4
5581575	12
5582163	50
5584915	2
5588537	6
5590505	1
5592866	7
5593888	60
5593939	68
5601743	18
5606682	39
5616179	33
5620496	10
5639731	13
5640375	20
5649821	14
5652147	3
5659780	3
5659866	4
5660081	2
5661246	36
5676025	19
5684598	19
5690424	44
5690640	2
5702292	13
5706985	57
5709298	154
5714786	12
5717528	7
5717690	27
5718801	5
5718921	5
5719606	1
5725804	2
5726250	18
5727231	3
5729845	47
5734770	87
5743939	29
5755910	5
5762866	5
5768195	1
5768819	3
5769127	2
5782221	57
5783197	35
5784404	14
5791960	23
5801643	31
5813992	1
5832127	8
5834413	2
5834930	4
5844314	46
5851489	3
5856633	1
5858133	1
5862806	30
5870309	5
5870922	46
5874408	41
5882411	115
5885130	9
5889190	80
5891012	4
5899031	27
5903001	12
5904732	9
5904992	5
5918944	5
5919529	15
5927267	40
5932267	1
5940069	19
5940866	124
5952474	15
5953696	28
5959251	5
5959740	1
5967421	46
5970118	4
5976821	59
5990808	39
5990896	37
5991427	23
5992501	20
5999291	15
6000531	4
6005290	1
6006121	105
6006328	10
6009031	2
6014302	15
6014737	16
6015021	2
6015995	4
6017574	15
6019555	31
6027467	3
6038520	22
6053700	2
6059968	10
6065674	12
6066455	56
6072693	16
6075481	40
6075932	30
6080461	13
6088708	78
6089196	18
6089865	120
6089975	4
6104388	7
6106955	8
6118583	10
6119918	51
6121709	27
6131224	10
6134013	48
6134145	75
6134867	105
6142396	115
6151079	29
6160803	49
6167184	18
6179374	3
6181230	2
6181758	87
6197950	8
6213822	11
6214710	25
6227976	2
6238463	25
6240901	91
6248526	2
6248970	68
6261296	58
6268082	14
6268805	42
6276572	15
6277566	3
6287797	1
6291807	2
6292261	65
6296656	57
6300089	22
6310903	39
6314998	42
6316145	74
6317304	56
6317446	47
6317722	46
6322283	18
6323935	82
6324649	54
6326257	62
6337106	184
6343532	63
6347026	100
6348631	8
6355733	4
6356533	14
6364042	17
6373729	1
6377998	19
6378076	23
6390634	41
6400348	2
6400432	21
6401859	27
6409811	33
6410674	59
6425318	8
6425405	3
6426364	25
6432655	34
6436334	31
6444138	3
6444148	24
6444303	21
6445917	24
6446940	4
6452246	80
6453686	58
6465075	20
6476613	1
6489209	14
6500646	5
6513924	30
6516588	9
6523777	55
6543678	19
6544642	14
6544715	10
6552654	85
6554785	85
6565713	56
6568621	10
6574771	25
6575654	5
6576530	4
6596242	14
6598203	12
6602167	23
6602217	66
6609546	74
6613472	8
6614984	28
6626933	50
6627469	8
6629066	10
6629929	23
6640662	1
6644330	5
6645010	24
6646604	30
6655012	14
6676364	158
6677469	23
6677640	16
6677700	11
6684904	2
6685682	7
6686224	27
6690605	6
6693305	1
6705513	30
6706463	1
6709682	25
6728273	18
6730758	46
6741968	85
6742905	121
6758443	2
6759004	3
6761345	1
6763409	3
6763587	4
6763785	17
6764572	53
6765855	31
6776075	1
6778788	35
6780300	9
6780313	18
6790961	1
6793913	2
6793945	27
6796364	1
6801288	17
6823017	35
6834270	29
6838488	6
6843850	3
6844012	1
6850880	1
6851459	4
6854357	1
6862758	11
6870366	133
6870485	7
6879036	6
6881541	24
6882615	7
6886946	24
6887053	1
6887926	3
6895050	21
6908525	7
6908672	6
6911945	8
6914622	7
6921241	2
6921672	1
6923446	16
6923942	1
6924700	101
6927063	7
6936712	5
6939126	21
6939162	12
6939454	34
6939759	3
6951829	1
6954861	87
6955911	5
6965516	1
6971836	10
6972426	19
6976414	2
6983246	28
6990023	20
6990904	19
6992859	13
6993585	1
7003280	97
7006683	2
7007801	22
7008455	3
7018497	6
7033732	60
7035556	16
7036112	6
7050397	1
7052171	1
7053454	8
7054058	14
7054912	2
7055184	2
7071883	15
7080514	1
7086825	10
7092874	1
7093109	2
7095320	2
7095658	2
7106162	1
7109689	4
7113260	23
7114655	4
7134081	12
7161203	3
7178893	9
7181950	67
7185881	2
7194793	35
7205210	11
7211531	12
7214920	13
7222349	21
7225201	1
7225376	5
7239024	62
7240775	2
7244031	6
7245413	1
7246272	37
7252607	4
7264674	15
7273513	2
7273770	4
7275018	3
7277653	52
7280665	2
7281884	82
7283351	5
7287822	59
7292184	21
7293671	2
7294565	1
7308623	1
7308811	2
7310887	72
7321217	18
7325084	1
7330494	77
7348110	16
7356415	3
7358714	1
7362715	3
7367795	4
7368611	37
7377034	17
7379913	15
7395978	3
7403927	3
7420789	33
7434871	57
7441144	5
7449448	13
7454907	2
7454966	9
7456890	7
7462268	32
7472068	27
7474044	1
7474615	3
7474855	2
7475215	6
7475379	6
7475557	17
7476671	8
7476936	3
7479725	11
7482338	51
7489883	1
7495866	26
7497047	1
7499960	9
7508063	9
7508865	3
7509273	7
7511737	1
7511838	22
7513605	2
7513906	1
7514336	1
7527149	11
7527677	2
7527864	20
7531700	2
7540480	54
7553969	5
7554801	6
7562235	3
7573274	2
7575052	23
7575576	4
7582651	3
7592616	1
7596262	8
7602994	5
7611271	14
7614517	39
7618925	1
7620413	2
7630340	40
7630346	58
7633883	7
7634067	9
7634365	29
7635616	5
7645862	1
7649517	20
7650016	14
7651065	29
7678756	1
7692933	90
7693009	15
7693354	114
7694365	1
7698631	4
7708436	26
7713728	96
7713815	2
7714627	66
7721323	19
7723492	22
7724412	2
7725279	21
7728499	6
7728508	21
7731797	26
7735518	1
7740436	18
7740592	1
7741566	19
7743569	11
7745117	11
7746589	16
7749568	15
7755144	24
7783953	1
7784616	2
7789055	38
7789429	5
7796658	10
7797744	10
7804358	19
7805515	17
7809904	21
7823025	57
7825327	9
7832890	2
7836038	26
7837202	2
7840131	4
7840411	5
7840797	7
7841193	1
7842550	47
7845607	9
7853079	21
7853971	6
7854872	2
7855120	13
7856323	17
7860369	1
7868209	2
7868931	2
7869497	2
7871576	2
7874552	29
7879708	12
7880828	90
7881551	93
7894645	6
7900936	29
7901248	3
7910223	71
7911936	7
7914359	65
7918592	17
7919500	14
7920541	33
7920759	3
7921131	17
7921649	16
7927765	2
7929879	6
7931331	21
7931882	11
7933149	15
7939556	1
7954808	18
7956634	7
7961477	11
7965521	16
7982359	3
7984949	6
7986179	5
7988755	68
7996844	33
8006992	6
8011545	47
8014383	6
8014642	2
8014683	2
8014950	7
8015793	1
8025718	3
8029788	1
8034092	4
8036024	84
8048838	1
8052494	2
8052617	62
8055839	5
8063870	2
8064980	5
8065282	71
8067585	13
8082512	1
8088370	14
8090623	32
8096900	6
8097453	1
8097903	1
8112652	4
8116523	77
8118718	12
8131907	14
8133752	9
8134231	2
8146576	1
8153848	81
8161218	2
8163273	1
8165898	3
8166076	45
8170181	22
8172380	87
8184662	1
8189821	2
8191517	4
8191739	8
8193344	26
8200839	19
8201104	1
8206659	2
8211468	9
8224214	29
8226982	4
8227206	18
8228903	83
8231382	25
8238078	5
8238311	80
8238404	79
8249201	1
8252058	89
8265182	19
8271384	90
8272350	2
8274008	32
8275122	5
8291550	1
8301150	3
8301926	11
8302844	78
8303267	2
8303748	1
8309604	1
8309711	29
8310653	11
8310660	4
8310807	48
8310894	9
8316068	15
8319253	2
8325477	4
8325544	1
8326439	4
8327907	3
8336347	2
8337048	19
8340072	25
8340599	14
8351880	71
8354938	20
8366402	17
8371115	9
8371203	8
8373729	4
8378257	7
8384444	23
8388481	4
8390386	7
8391298	13
8400275	71
8402408	57
8406972	9
8410270	1
8417742	9
8420883	6
8420956	8
8422876	32
8428052	9
8428314	23
8439372	29
8439661	9
8441187	45
8442314	27
8442940	60
8450098	39
8454985	7
8458210	48
8460627	5
8461819	2
8469464	8
8469735	6
8471852	28
8473851	14
8480507	15
8481291	4
8482847	30
8490356	9
8495348	3
8497555	7
8514932	20
8515356	8
8518091	13
8518237	42
8518665	1
8521792	29
8523157	16
8536113	9
8536127	21
8537786	14
8539551	33
8548176	24
8552338	1
8555187	29
8556025	72
8563141	37
8566407	45
8575476	22
8577620	9
8579799	8
8584276	8
8587030	29
8595650	38
8596320	8
8613870	4
8614167	7
8624898	59
8634599	15
8645254	1
8649257	30
8662258	68
8663351	13
8670336	38
8680170	2
8686165	14
8696200	12
8696236	31
8700820	7
8703026	43
8704161	24
8704828	34
8716849	11
8717204	27
8720673	1
8720718	80
8732121	2
8733896	37
8734707	38
8735827	31
8737466	10
8747720	6
8751275	64
8753559	27
8753913	26
8757949	22
8758450	2
8780440	10
8782592	10
8782991	24
8789821	7
8792552	38
8799256	43
8801250	4
8813451	10
8814039	4
8814105	17
8814215	5
8814479	2
8814532	7
8815257	27
8822499	4
8827268	11
8828147	4
8830015	55
8846202	11
8846849	4
8859689	15
8861069	20
8882195	10
8886703	12
8902304	19
8904297	10
8908145	2
8921130	2
8923817	9
8930592	70
8934599	7
8947232	6
8956962	8
8962914	5
8970393	7
8970779	1
8973362	3
8981656	23
8982616	153
8983081	2
8987722	51
8988506	57
9013631	16
9047646	1
9057435	6
9078482	2
9078998	7
9094794	2
9107357	49
9109401	19
9110588	2
9111413	35
9114896	34
9117009	27
9125711	1
9130532	2
9137560	1
9144588	43
9145242	65
9166393	1
9169272	1
9180947	46
9180965	1
9183638	3
9197535	3
9207914	43
9208166	42
9212213	18
9218312	33
9218362	32
9228519	1
9231486	30
9232355	36
9235198	33
9237653	32
9238963	2
9239190	12
9248612	17
9250014	10
9255725	10
9256035	10
9259184	64
9273395	7
9273978	5
9274587	9
9279773	14
9292118	22
9299923	14
9301075	15
9327506	1
9329398	6
9331460	2
9340410	10
9343915	1
9344096	3
9346513	7
9349614	1
9349646	1
9362821	54
9364092	5
9367059	8
9373802	26
9382898	49
9383459	41
9390951	1
9393163	1
9407895	11
9414403	23
9415687	11
9415712	1
9425902	8
9430774	1
9445192	2
9448243	10
9452993	11
9459945	5
9460898	6
9463444	16
9470342	1
9473811	3
9473816	2
9474436	13
9485607	24
9493951	43
9494212	36
9494511	29
9496325	4
9496337	10
9504314	1
9507164	1
9508099	2
9508975	1
9530285	1
9541295	17
9541666	1
9549850	48
9570618	32
9574727	2
9575439	10
9577988	23
9590679	17
9591772	1
9610609	3
9611852	26
9614024	8
9626428	1
9626892	4
9663423	6
9676551	84
9677207	4
9677354	7
9680953	18
9685076	3
9685085	3
9685102	42
9694218	55
9698226	37
9706199	6
9706279	1
9709597	1
9711934	21
9712731	2
9723217	1
9725178	15
9727523	15
9728602	1
9731479	35
9750460	9
9751520	2
9755993	6
9757412	15
9770477	8
9791506	2
9809914	20
9813223	8
9824155	14
9825415	11
9826706	3
9833460	3
9834617	2
9834727	16
9840919	8
9841140	7
9844242	9
9845039	6
9854083	1
9855805	20
9857049	15
9858437	25
9858828	22
9862792	34
9865550	1
9885963	16
9887664	2
9894686	65
9896359	5
9896713	87
9897713	1
9900315	11
9905304	1
9918240	3
9918713	2
9920084	3
9922595	1
9926796	7
9933886	23
9949819	2
9953144	3
9958026	22
9961767	2
9971054	9
9974833	1
9991857	1
9993602	1
9998187	9
10004575	9
10021398	22
10032327	20
10033715	1
10034183	5
10034592	14
10036037	1
10037387	14
10050351	2
10051003	3
10051357	1
10051842	1
10052824	1
10054046	1
10056496	32
10068240	33
10070404	15
10074653	1
10083878	30
10084216	3
10103725	6
10106081	25
10113230	34
10116429	1
10116601	1
10116726	1
10117329	2
10117803	2
10127270	1
10132073	4
10138792	5
10138904	10
10149314	1
10164759	4
10164810	6
10175033	20
10186477	3
10190260	1
10208321	2
10227043	33
10228228	1
10228457	3
10231171	38
10231714	38
10233104	35
10234895	3
10247000	9
10249798	1
10253416	2
10253591	21
10253899	4
10264774	10
10266397	4
10266928	8
10268223	2
10271867	2
10279083	3
10295349	5
10299047	13
10311094	5
10328539	25
10333345	17
10353263	4
10356880	36
10379031	8
10381729	34
10391455	9
10411383	1
10426124	18
10427199	22
10427882	6
10434883	18
10454061	10
10470115	3
10475848	10
10478553	2
10494550	47
10524612	23
10537553	3
10542140	25
10552237	8
10552485	9
10569282	14
10594800	4
10607657	6
10610205	14
10611728	2
10627514	2
10634364	5
10653150	41
10656206	3
10656576	2
10656899	6
10671192	24
10701625	4
10705351	15
10706413	11
10734159	22
10742655	4
10747524	34
10749312	3
10749794	21
10764250	3
10787333	7
10835494	3
10850420	17
10855052	4
10857914	8
10860611	1
10881994	26
10882267	1
10883063	15
10905777	1
10928093	1
10945407	8
10945774	1
10964552	51
10995355	20
10995976	32
10997047	19
11008495	20
11016623	6
11020786	28
11022736	1
11035223	3
11036835	1
11041684	5
11061030	2
11067772	15
11082235	17
11087657	3
11087731	1
11120777	24
11121872	13
11122394	19
11126122	5
11147761	13
11159585	1
11169560	13
11201204	9
11202183	20
11211273	24
11213228	1
11220522	29
11223924	30
11229070	32
11240774	10
11255643	45
11258721	4
11275661	4
11275963	4
11276570	3
11295065	2
11300899	15
11304657	1
11306586	26
11333422	25
11334091	24
11343048	11
11343485	14
11370704	2
11371205	19
11376403	5
11397511	18
11397952	21
11398458	1
11398953	11
11410652	1
11418599	12
11431331	11
11441717	10
11454147	13
11454728	11
11455804	4
11462476	31
11470818	8
11474006	13
11474130	2
11474629	5
11492423	24
11494020	9
11498416	38
11498523	37
11498583	32
11514237	10
11521541	4
11528125	1
11530331	1
11553697	3
11563716	4
11569331	2
11572070	1
11579622	38
11583581	20
11584799	9
11585459	4
11588543	42
11589644	13
11590000	11
11590512	5
11592067	4
11592154	2
11593592	57
11618815	19
11624428	6
11626869	12
11634778	16
11648212	6
11648688	2
11649321	2
11653496	9
11656698	44
11662212	31
11686744	4
11687031	4
11687122	12
11688611	7
11695285	11
11701611	8
11710680	5
11714059	4
11717217	2
11734812	5
11735784	1
11739985	25
11740527	14
11757166	31
11757251	3
11757376	8
11758169	28
11760822	19
11767622	16
11772497	62
11787441	2
11788394	4
11796879	2
11799482	2
11818157	5
11826815	5
11841986	9
11842312	12
11853416	1
11856912	3
11861063	7
11863590	1
11866651	40
11866869	1
11873789	8
11885148	2
11885653	3
11896394	9
11902134	9
11905849	3
11906382	5
11907764	42
11912139	11
11921486	2
11922134	36
11924459	41
11940785	2
11946029	8
11947150	3
11964926	20
11966297	8
11970702	1
11980767	2
11983286	63
11983535	1
11985521	1
11986653	38
11987762	1
11990528	3
11992431	13
12020004	4
12020829	3
12022134	1
12023024	1
12026868	2
12033661	10
12034317	1
12047758	3
12049787	7
12051674	13
12052288	32
12052292	1
12052820	12
12067685	2
12069214	8
12071820	5
12074204	1
12081834	7
12087989	12
12088322	1
12092499	19
12094488	3
12103501	4
12109171	21
12125635	4
12126299	2
12130434	2
12143408	4
12154934	31
12175961	1
12176027	2
12183851	20
12191871	7
12208307	1
12208806	4
12210223	8
12211821	10
12221012	6
12233043	37
12233225	27
12233285	26
12233830	30
12246137	1
12253029	8
12253499	6
12262803	1
12264207	7
12265433	5
12268144	4
12269155	55
12274601	1
12286410	3
12287958	1
12290886	2
12291029	19
12302222	1
12303347	1
12304165	20
12308161	29
12308927	24
12309083	33
12318093	4
12320063	3
12339410	8
12343588	30
12344014	3
12351909	21
12356962	15
12363660	15
12365454	30
12366845	1
12368082	1
12372052	4
12379725	4
12382239	11
12383204	1
12383703	3
12384469	1
12386020	8
12390027	17
12409042	7
12425501	15
12426977	15
12432535	7
12432623	3
12436115	7
12446656	10
12463075	1
12463555	7
12489916	12
12492474	3
12493396	3
12494334	2
12497846	8
12508801	3
12515067	6
12517081	4
12534735	2
12540640	4
12541136	6
12545716	3
12560987	22
12563549	1
12566065	4
12580274	35
12581300	11
12585455	36
12586305	3
12587887	4
12592117	21
12592696	1
12593225	2
12593295	9
12593869	2
12599820	3
12603280	1
12604733	1
12608363	2
12618291	3
12621291	11
12626504	4
12627225	10
12630619	10
12639344	4
12647606	8
12648403	20
12652181	2
12653367	1
12655758	9
12665563	13
12667158	7
12683680	7
12699603	2
12707324	2
12708781	14
12709469	1
12726343	1
12727401	2
12735111	1
12736032	12
12736777	1
12738641	7
12738816	3
12750816	10
12752020	1
12752442	16
12755021	1
12756776	5
12761363	2
12781774	7
12784064	11
12789527	1
12796034	1
12797493	8
12811191	8
12812461	2
12815192	4
12824498	4
12825412	5
12826145	4
12826881	7
12828996	1
12833084	2
12835086	18
12843196	2
12849003	19
12855005	7
12855343	22
12855396	1
12856007	3
12857811	14
12857981	3
12865092	2
12870514	10
12873268	2
12873559	1
12874603	10
12890156	13
12891323	4
12897110	9
12899026	1
12904318	1
12914154	5
12915510	4
12916551	33
12927298	2
12930651	12
12932001	3
12949270	3
12953937	13
12957423	36
12971157	2
12971329	3
12973308	1
12979965	3
12986016	1
12987348	26
12997241	1
12997334	8
12998272	1
12998582	1
13000520	9
13002808	13
13004551	3
13005579	22
13007124	21
13015353	2
13015653	4
13015767	22
13015832	3
13015927	2
13017064	1
13017162	14
13017460	1
13019695	21
13024208	1
13024385	1
13027627	2
13028092	10
13028247	1
13028899	3
13028935	1
