10004575,maxPrice=600, minPrice=300
10881600,maxPrice=199, minPrice=199
10881994,maxPrice=255, minPrice=175
10882267,maxPrice=1250, minPrice=1250
10883063,maxPrice=95, minPrice=95
1090413,maxPrice=120, minPrice=120
1092093,maxPrice=115, minPrice=115
10945407,maxPrice=220, minPrice=155
10945558,maxPrice=369, minPrice=179
10945774,maxPrice=179, minPrice=129
1094599,maxPrice=239, minPrice=239
10949319,maxPrice=50, minPrice=50
10964552,maxPrice=45, minPrice=45
10995355,maxPrice=170, minPrice=150
10995976,maxPrice=77, minPrice=77
10997047,maxPrice=197, minPrice=139
11016623,maxPrice=115, minPrice=110
11021254,maxPrice=55, minPrice=55
1102623,maxPrice=125, minPrice=122
11035223,maxPrice=103, minPrice=103
11035352,maxPrice=60, minPrice=60
11041684,maxPrice=129, minPrice=99
11060140,maxPrice=189, minPrice=89
1106555,maxPrice=500, minPrice=500
11067772,maxPrice=85, minPrice=85
11082235,maxPrice=399, minPrice=399
1109224,maxPrice=355, minPrice=355
1110423,maxPrice=200, minPrice=200
1112067,maxPrice=73, minPrice=73
11120777,maxPrice=355, minPrice=221
11121872,maxPrice=150, minPrice=150
11122394,maxPrice=575, minPrice=400
11126122,maxPrice=295, minPrice=295
1113272,maxPrice=210, minPrice=210
11147761,maxPrice=194, minPrice=194
1115394,maxPrice=211, minPrice=62
11159585,maxPrice=125, minPrice=125
11169560,maxPrice=120, minPrice=120
1119740,maxPrice=186, minPrice=180
11201204,maxPrice=149, minPrice=149
11202183,maxPrice=230, minPrice=199
11211273,maxPrice=249, minPrice=199
11219568,maxPrice=349, minPrice=349
11223924,maxPrice=551, minPrice=185
11275963,maxPrice=130, minPrice=130
1128894,maxPrice=55, minPrice=55
11300899,maxPrice=100, minPrice=100
11306586,maxPrice=150, minPrice=149
1131634,maxPrice=325, minPrice=179
11333422,maxPrice=95, minPrice=95
11334091,maxPrice=75, minPrice=75
11343485,maxPrice=159, minPrice=159
11357756,maxPrice=202, minPrice=202
1136972,maxPrice=110, minPrice=70
11371205,maxPrice=450, minPrice=230
11376403,maxPrice=35, minPrice=28
11389072,maxPrice=119, minPrice=119
11397511,maxPrice=180, minPrice=180
11397952,maxPrice=64, minPrice=64
11398458,maxPrice=350, minPrice=350
11398953,maxPrice=99, minPrice=99
11410652,maxPrice=200, minPrice=200
1141522,maxPrice=95, minPrice=90
11418599,maxPrice=70, minPrice=70
1141888,maxPrice=125, minPrice=125
11431331,maxPrice=289, minPrice=269
11441717,maxPrice=45, minPrice=45
11454147,maxPrice=209, minPrice=209
11454728,maxPrice=249, minPrice=249
11455804,maxPrice=207, minPrice=199
11462476,maxPrice=196, minPrice=175
11470818,maxPrice=400, minPrice=300
11474130,maxPrice=100, minPrice=100
1147871,maxPrice=95, minPrice=84
11494020,maxPrice=89, minPrice=89
11498416,maxPrice=90, minPrice=60
11498523,maxPrice=120, minPrice=60
11498583,maxPrice=120, minPrice=60
11514237,maxPrice=150, minPrice=100
11521541,maxPrice=680, minPrice=680
11569331,maxPrice=120, minPrice=120
11579622,maxPrice=85, minPrice=85
11583581,maxPrice=70, minPrice=70
11585459,maxPrice=220, minPrice=220
11588543,maxPrice=265, minPrice=179
11589644,maxPrice=299, minPrice=229
11590000,maxPrice=249, minPrice=209
11590512,maxPrice=229, minPrice=169
11593592,maxPrice=95, minPrice=95
115936,maxPrice=525, minPrice=525
1161210,maxPrice=60, minPrice=60
11618815,maxPrice=99, minPrice=99
11626869,maxPrice=58, minPrice=58
11634778,maxPrice=200, minPrice=199
11639480,maxPrice=49, minPrice=49
11656698,maxPrice=150, minPrice=101
11662212,maxPrice=65, minPrice=52
1166808,maxPrice=129, minPrice=99
1167221,maxPrice=93, minPrice=88
11686744,maxPrice=199, minPrice=199
11687031,maxPrice=289, minPrice=259
11687122,maxPrice=359, minPrice=229
11695285,maxPrice=215, minPrice=215
11701611,maxPrice=210, minPrice=210
11710680,maxPrice=229, minPrice=229
1171578,maxPrice=99, minPrice=99
1173306,maxPrice=75, minPrice=75
11739985,maxPrice=189, minPrice=189
1174776,maxPrice=185, minPrice=185
1175376,maxPrice=163, minPrice=120
11760822,maxPrice=140, minPrice=100
11771810,maxPrice=250, minPrice=250
1178106,maxPrice=115, minPrice=77
1178162,maxPrice=95, minPrice=95
1178371,maxPrice=45, minPrice=45
11788394,maxPrice=240, minPrice=220
1179399,maxPrice=70, minPrice=65
1183032,maxPrice=150, minPrice=150
11837857,maxPrice=250, minPrice=250
11841986,maxPrice=399, minPrice=229
11842312,maxPrice=559, minPrice=229
1185034,maxPrice=163, minPrice=144
11861063,maxPrice=71, minPrice=70
11866651,maxPrice=456, minPrice=225
1187188,maxPrice=200, minPrice=200
11873789,maxPrice=275, minPrice=275
11885148,maxPrice=272, minPrice=205
118905,maxPrice=320, minPrice=320
11890768,maxPrice=135, minPrice=120
11902134,maxPrice=300, minPrice=300
11905849,maxPrice=207, minPrice=207
11907764,maxPrice=95, minPrice=79
11912139,maxPrice=60, minPrice=60
11921486,maxPrice=90, minPrice=90
11922134,maxPrice=165, minPrice=165
11924459,maxPrice=110, minPrice=110
11946029,maxPrice=100, minPrice=100
11963384,maxPrice=338, minPrice=330
11964926,maxPrice=52, minPrice=52
11968079,maxPrice=571, minPrice=239
1197857,maxPrice=297, minPrice=90
11980767,maxPrice=160, minPrice=160
11981674,maxPrice=468, minPrice=354
11982313,maxPrice=548, minPrice=354
11983286,maxPrice=51, minPrice=51
11983535,maxPrice=686, minPrice=354
11985521,maxPrice=285, minPrice=285
11987762,maxPrice=399, minPrice=399
11992431,maxPrice=75, minPrice=70
1200502,maxPrice=145, minPrice=145
12020829,maxPrice=297, minPrice=207
12022134,maxPrice=68, minPrice=59
12023024,maxPrice=60, minPrice=40
1203014,maxPrice=65, minPrice=65
12033661,maxPrice=70, minPrice=70
12049787,maxPrice=170, minPrice=170
12051674,maxPrice=144, minPrice=144
12052288,maxPrice=135, minPrice=115
12052820,maxPrice=130, minPrice=120
12067685,maxPrice=125, minPrice=125
12069214,maxPrice=220, minPrice=220
12071820,maxPrice=70, minPrice=70
12074204,maxPrice=27, minPrice=27
12081834,maxPrice=175, minPrice=175
12087989,maxPrice=220, minPrice=220
12088322,maxPrice=342, minPrice=342
12089399,maxPrice=514, minPrice=239
12092499,maxPrice=180, minPrice=180
12094488,maxPrice=300, minPrice=250
12102482,maxPrice=377, minPrice=239
12103501,maxPrice=34, minPrice=34
12130434,maxPrice=399, minPrice=349
1214214,maxPrice=450, minPrice=450
12143408,maxPrice=220, minPrice=220
12154934,maxPrice=179, minPrice=139
12183851,maxPrice=70, minPrice=70
12184433,maxPrice=999, minPrice=999
12190053,maxPrice=200, minPrice=200
12191871,maxPrice=97, minPrice=97
12208806,maxPrice=160, minPrice=160
12209147,maxPrice=125, minPrice=125
12209339,maxPrice=125, minPrice=125
12209652,maxPrice=500, minPrice=500
1220971,maxPrice=139, minPrice=139
12210223,maxPrice=220, minPrice=220
12211821,maxPrice=158, minPrice=158
12221012,maxPrice=400, minPrice=400
1222327,maxPrice=178, minPrice=178
1223050,maxPrice=100, minPrice=100
12233043,maxPrice=90, minPrice=60
12233225,maxPrice=90, minPrice=60
12233285,maxPrice=90, minPrice=60
12246137,maxPrice=216, minPrice=216
12247217,maxPrice=354, minPrice=319
12253029,maxPrice=125, minPrice=125
12263690,maxPrice=480, minPrice=342
12265433,maxPrice=400, minPrice=400
12269155,maxPrice=200, minPrice=200
12274601,maxPrice=65, minPrice=65
12284774,maxPrice=308, minPrice=216
12286410,maxPrice=285, minPrice=225
12287958,maxPrice=215, minPrice=215
12290886,maxPrice=215, minPrice=215
12291029,maxPrice=200, minPrice=200
12301081,maxPrice=285, minPrice=239
12302222,maxPrice=388, minPrice=342
12303347,maxPrice=239, minPrice=239
12304165,maxPrice=90, minPrice=90
12308161,maxPrice=99, minPrice=99
12308927,maxPrice=47, minPrice=44
12318093,maxPrice=195, minPrice=195
12339410,maxPrice=100, minPrice=100
1234740,maxPrice=702, minPrice=301
12351909,maxPrice=129, minPrice=109
12356,maxPrice=200, minPrice=200
12356183,maxPrice=285, minPrice=239
12356962,maxPrice=275, minPrice=275
12357955,maxPrice=262, minPrice=205
12359031,maxPrice=365, minPrice=319
12363660,maxPrice=221, minPrice=206
12365454,maxPrice=290, minPrice=290
12368012,maxPrice=295, minPrice=295
12368082,maxPrice=51, minPrice=51
12372052,maxPrice=131, minPrice=105
12379725,maxPrice=239, minPrice=237
12383204,maxPrice=354, minPrice=354
12383703,maxPrice=354, minPrice=354
12384469,maxPrice=150, minPrice=150
12386020,maxPrice=75, minPrice=75
12390027,maxPrice=195, minPrice=175
1240598,maxPrice=129, minPrice=97
12425501,maxPrice=299, minPrice=200
12426977,maxPrice=120, minPrice=120
12428994,maxPrice=548, minPrice=354
12432535,maxPrice=200, minPrice=200
12432623,maxPrice=85, minPrice=85
12436115,maxPrice=135, minPrice=135
12441,maxPrice=399, minPrice=399
12446656,maxPrice=82, minPrice=80
12463075,maxPrice=64, minPrice=64
1248870,maxPrice=219, minPrice=179
12492474,maxPrice=55, minPrice=45
12494334,maxPrice=155, minPrice=100
12504504,maxPrice=100, minPrice=100
12508801,maxPrice=200, minPrice=200
1252289,maxPrice=99, minPrice=99
12535687,maxPrice=110, minPrice=110
12541136,maxPrice=250, minPrice=230
12560987,maxPrice=209, minPrice=149
12563549,maxPrice=450, minPrice=400
12566065,maxPrice=60, minPrice=60
12580274,maxPrice=65, minPrice=65
12585455,maxPrice=175, minPrice=175
12587887,maxPrice=329, minPrice=329
12592117,maxPrice=299, minPrice=200
12593225,maxPrice=31, minPrice=31
12593295,maxPrice=65, minPrice=65
12603280,maxPrice=232, minPrice=232
12604733,maxPrice=199, minPrice=199
12618291,maxPrice=400, minPrice=300
12621291,maxPrice=215, minPrice=215
12626504,maxPrice=190, minPrice=190
12627225,maxPrice=60, minPrice=60
12630619,maxPrice=160, minPrice=125
1264217,maxPrice=145, minPrice=110
12646288,maxPrice=115, minPrice=115
12647606,maxPrice=75, minPrice=75
12648403,maxPrice=141, minPrice=130
12653367,maxPrice=200, minPrice=200
12672097,maxPrice=355, minPrice=350
12683680,maxPrice=300, minPrice=300
12708781,maxPrice=297, minPrice=149
12726343,maxPrice=184, minPrice=175
12727401,maxPrice=50, minPrice=50
12736777,maxPrice=150, minPrice=150
12738816,maxPrice=196, minPrice=189
12739300,maxPrice=70, minPrice=70
12752020,maxPrice=230, minPrice=150
1275498,maxPrice=160, minPrice=160
12756776,maxPrice=236, minPrice=200
1277618,maxPrice=210, minPrice=210
12781774,maxPrice=99, minPrice=99
12784064,maxPrice=225, minPrice=200
12789527,maxPrice=100, minPrice=100
12796808,maxPrice=95, minPrice=53
12797493,maxPrice=40, minPrice=40
12806707,maxPrice=60, minPrice=60
12811191,maxPrice=70, minPrice=70
12812461,maxPrice=236, minPrice=225
12815192,maxPrice=150, minPrice=150
12826145,maxPrice=159, minPrice=159
12826881,maxPrice=75, minPrice=75
12830117,maxPrice=245, minPrice=245
12843196,maxPrice=350, minPrice=200
12849003,maxPrice=84, minPrice=84
12855343,maxPrice=50, minPrice=40
12855396,maxPrice=57, minPrice=42
12856007,maxPrice=55, minPrice=55
12857811,maxPrice=60, minPrice=60
12857981,maxPrice=60, minPrice=60
12865092,maxPrice=100, minPrice=100
12870514,maxPrice=238, minPrice=238
12871837,maxPrice=100, minPrice=100
12873438,maxPrice=190, minPrice=190
12888054,maxPrice=275, minPrice=275
12890156,maxPrice=149, minPrice=149
12891323,maxPrice=85, minPrice=85
12897110,maxPrice=200, minPrice=165
12898806,maxPrice=220, minPrice=220
12899026,maxPrice=232, minPrice=232
12899321,maxPrice=242, minPrice=242
12904318,maxPrice=55, minPrice=55
12914154,maxPrice=175, minPrice=135
12916551,maxPrice=139, minPrice=119
12927298,maxPrice=285, minPrice=285
12932001,maxPrice=300, minPrice=300
12949309,maxPrice=361, minPrice=361
12953937,maxPrice=130, minPrice=109
12957423,maxPrice=172, minPrice=119
12969783,maxPrice=315, minPrice=315
12971329,maxPrice=55, minPrice=55
12972378,maxPrice=4000, minPrice=4000
12973308,maxPrice=150, minPrice=150
12979965,maxPrice=130, minPrice=120
12984748,maxPrice=349, minPrice=349
12986016,maxPrice=369, minPrice=299
12986892,maxPrice=379, minPrice=319
12987348,maxPrice=241, minPrice=195
12994227,maxPrice=70, minPrice=55
12998272,maxPrice=200, minPrice=200
13000520,maxPrice=90, minPrice=65
13005579,maxPrice=673, minPrice=158
13007124,maxPrice=120, minPrice=115
13007181,maxPrice=115, minPrice=100
1301500,maxPrice=69, minPrice=69
13015353,maxPrice=350, minPrice=350
13015767,maxPrice=65, minPrice=55
13015832,maxPrice=257, minPrice=207
13015927,maxPrice=199, minPrice=199
13017162,maxPrice=199, minPrice=199
13017460,maxPrice=232, minPrice=232
13018428,maxPrice=315, minPrice=315
13024385,maxPrice=429, minPrice=269
13027627,maxPrice=45, minPrice=45
13028092,maxPrice=142, minPrice=102
13028899,maxPrice=65, minPrice=65
13032590,maxPrice=193, minPrice=175
1303261,maxPrice=425, minPrice=425
13037372,maxPrice=55, minPrice=46
13041602,maxPrice=62, minPrice=62
13041752,maxPrice=48, minPrice=48
13045194,maxPrice=349, minPrice=299
13046976,maxPrice=145, minPrice=135
13054720,maxPrice=135, minPrice=135
130552,maxPrice=269, minPrice=269
13056513,maxPrice=135, minPrice=135
13059,maxPrice=375, minPrice=375
13060113,maxPrice=550, minPrice=408
13060366,maxPrice=100, minPrice=100
13063952,maxPrice=55, minPrice=55
13064781,maxPrice=200, minPrice=200
13077603,maxPrice=35, minPrice=35
13078025,maxPrice=300, minPrice=275
13078068,maxPrice=160, minPrice=150
13078148,maxPrice=239, minPrice=239
13078164,maxPrice=175, minPrice=175
13079659,maxPrice=349, minPrice=279
13081090,maxPrice=329, minPrice=279
13083342,maxPrice=250, minPrice=250
13100828,maxPrice=130, minPrice=130
13107648,maxPrice=125, minPrice=120
13110084,maxPrice=199, minPrice=150
13110347,maxPrice=68, minPrice=60
13110631,maxPrice=151, minPrice=130
13111691,maxPrice=148, minPrice=146
13121821,maxPrice=199, minPrice=179
13129109,maxPrice=135, minPrice=135
13138055,maxPrice=104, minPrice=75
13140867,maxPrice=175, minPrice=175
13147585,maxPrice=55, minPrice=55
13152370,maxPrice=245, minPrice=245
13168176,maxPrice=96, minPrice=96
13192046,maxPrice=250, minPrice=220
1321422,maxPrice=57, minPrice=28
13216268,maxPrice=500, minPrice=500
13222465,maxPrice=95, minPrice=95
13225005,maxPrice=178, minPrice=178
13233001,maxPrice=150, minPrice=150
13233250,maxPrice=199, minPrice=199
13251243,maxPrice=120, minPrice=100
13258244,maxPrice=35, minPrice=35
13261681,maxPrice=65, minPrice=53
13265095,maxPrice=200, minPrice=200
13266176,maxPrice=55, minPrice=55
13266833,maxPrice=104, minPrice=80
13275308,maxPrice=223, minPrice=185
13275334,maxPrice=75, minPrice=75
1327725,maxPrice=141, minPrice=135
13294558,maxPrice=280, minPrice=199
13295184,maxPrice=350, minPrice=200
1329627,maxPrice=259, minPrice=240
13296735,maxPrice=95, minPrice=95
13298108,maxPrice=180, minPrice=180
13298137,maxPrice=33, minPrice=33
13300621,maxPrice=294, minPrice=200
13306811,maxPrice=119, minPrice=119
13318173,maxPrice=275, minPrice=275
13330146,maxPrice=240, minPrice=240
13331733,maxPrice=200, minPrice=200
13344433,maxPrice=170, minPrice=150
13371105,maxPrice=37, minPrice=36
13374823,maxPrice=85, minPrice=85
13377097,maxPrice=156, minPrice=130
13378923,maxPrice=145, minPrice=145
13378936,maxPrice=170, minPrice=155
13391024,maxPrice=125, minPrice=90
13393418,maxPrice=139, minPrice=135
13397201,maxPrice=175, minPrice=175
13397390,maxPrice=500, minPrice=500
1340290,maxPrice=150, minPrice=110
1341072,maxPrice=495, minPrice=219
13414159,maxPrice=243, minPrice=234
13414367,maxPrice=150, minPrice=150
13415232,maxPrice=75, minPrice=75
13417639,maxPrice=80, minPrice=80
13421289,maxPrice=125, minPrice=115
1342370,maxPrice=419, minPrice=120
13433298,maxPrice=150, minPrice=140
13433317,maxPrice=119, minPrice=105
13433475,maxPrice=267, minPrice=173
13434817,maxPrice=209, minPrice=194
13435185,maxPrice=63, minPrice=63
13445221,maxPrice=575, minPrice=299
13449737,maxPrice=247, minPrice=247
13460331,maxPrice=135, minPrice=135
13466910,maxPrice=600, minPrice=282
13478348,maxPrice=182, minPrice=179
13478868,maxPrice=42, minPrice=38
13487348,maxPrice=60, minPrice=60
13490438,maxPrice=33, minPrice=33
13494185,maxPrice=145, minPrice=125
13512551,maxPrice=199, minPrice=199
13513012,maxPrice=94, minPrice=94
13521713,maxPrice=216, minPrice=190
13521992,maxPrice=142, minPrice=129
13525610,maxPrice=90, minPrice=85
13531200,maxPrice=75, minPrice=70
13545648,maxPrice=315, minPrice=315
13546070,maxPrice=239, minPrice=239
13546414,maxPrice=76, minPrice=53
13547301,maxPrice=150, minPrice=150
13549924,maxPrice=200, minPrice=200
13564587,maxPrice=85, minPrice=85
13564762,maxPrice=31, minPrice=31
13565183,maxPrice=31, minPrice=31
13565471,maxPrice=29, minPrice=29
13584884,maxPrice=60, minPrice=59
1358531,maxPrice=299, minPrice=299
13585624,maxPrice=179, minPrice=167
13586128,maxPrice=408, minPrice=188
13589,maxPrice=451, minPrice=377
13589343,maxPrice=169, minPrice=159
13591091,maxPrice=135, minPrice=129
13591607,maxPrice=99, minPrice=89
13592,maxPrice=439, minPrice=299
13594886,maxPrice=103, minPrice=98
13613562,maxPrice=174, minPrice=174
13614982,maxPrice=225, minPrice=225
13622776,maxPrice=85, minPrice=85
13623390,maxPrice=100, minPrice=100
13624476,maxPrice=275, minPrice=275
13624929,maxPrice=80, minPrice=80
13651290,maxPrice=55, minPrice=55
13652639,maxPrice=279, minPrice=229
13652746,maxPrice=209, minPrice=209
13653016,maxPrice=229, minPrice=179
13653233,maxPrice=249, minPrice=249
1365335,maxPrice=160, minPrice=160
13655073,maxPrice=150, minPrice=150
13656969,maxPrice=35, minPrice=35
13674701,maxPrice=180, minPrice=180
13674964,maxPrice=140, minPrice=137
13684319,maxPrice=39, minPrice=36
13686161,maxPrice=229, minPrice=199
13697464,maxPrice=215, minPrice=215
13697676,maxPrice=35, minPrice=35
13697966,maxPrice=165, minPrice=165
13698137,maxPrice=71, minPrice=71
13707814,maxPrice=250, minPrice=250
13709092,maxPrice=150, minPrice=150
13709190,maxPrice=89, minPrice=89
13711334,maxPrice=248, minPrice=185
13713143,maxPrice=170, minPrice=155
13713445,maxPrice=170, minPrice=170
13714817,maxPrice=175, minPrice=155
13723404,maxPrice=219, minPrice=209
1372816,maxPrice=209, minPrice=209
13728510,maxPrice=245, minPrice=153
13729738,maxPrice=130, minPrice=122
13730500,maxPrice=250, minPrice=250
13733558,maxPrice=60, minPrice=50
1373520,maxPrice=110, minPrice=89
1374434,maxPrice=75, minPrice=75
1374466,maxPrice=85, minPrice=85
13744821,maxPrice=400, minPrice=400
13751426,maxPrice=70, minPrice=70
13751871,maxPrice=150, minPrice=150
13762650,maxPrice=369, minPrice=299
13778731,maxPrice=275, minPrice=275
13788865,maxPrice=160, minPrice=160
13793578,maxPrice=250, minPrice=250
13796564,maxPrice=75, minPrice=75
13797162,maxPrice=150, minPrice=150
13800505,maxPrice=118, minPrice=115
13812075,maxPrice=140, minPrice=140
13813380,maxPrice=300, minPrice=300
13816458,maxPrice=45, minPrice=44
13824970,maxPrice=198, minPrice=98
13827734,maxPrice=75, minPrice=75
13829133,maxPrice=125, minPrice=125
13830152,maxPrice=65, minPrice=65
13848636,maxPrice=400, minPrice=400
13863190,maxPrice=120, minPrice=120
13864771,maxPrice=90, minPrice=89
13864961,maxPrice=99, minPrice=90
13865867,maxPrice=70, minPrice=70
13866603,maxPrice=80, minPrice=80
13872339,maxPrice=329, minPrice=229
13874533,maxPrice=159, minPrice=99
13884549,maxPrice=65, minPrice=61
13888974,maxPrice=36, minPrice=36
13908031,maxPrice=89, minPrice=89
13908638,maxPrice=115, minPrice=85
1391215,maxPrice=50, minPrice=50
13912429,maxPrice=300, minPrice=150
13912467,maxPrice=296, minPrice=296
13912470,maxPrice=346, minPrice=256
13912472,maxPrice=324, minPrice=254
1391492,maxPrice=55, minPrice=55
13918656,maxPrice=650, minPrice=350
13926017,maxPrice=290, minPrice=290
13926704,maxPrice=48, minPrice=48
13928082,maxPrice=120, minPrice=120
13928400,maxPrice=129, minPrice=129
13937181,maxPrice=40, minPrice=40
13938959,maxPrice=79, minPrice=79
13955674,maxPrice=45, minPrice=45
13959444,maxPrice=475, minPrice=450
13960293,maxPrice=110, minPrice=110
13968572,maxPrice=150, minPrice=150
13968660,maxPrice=45, minPrice=45
13969217,maxPrice=128, minPrice=128
13978700,maxPrice=450, minPrice=450
13992811,maxPrice=97, minPrice=97
13993185,maxPrice=200, minPrice=200
13994056,maxPrice=106, minPrice=90
13995573,maxPrice=525, minPrice=410
14013583,maxPrice=135, minPrice=135
14013663,maxPrice=185, minPrice=185
1401625,maxPrice=255, minPrice=240
1403408,maxPrice=90, minPrice=90
14035936,maxPrice=600, minPrice=600
14040844,maxPrice=160, minPrice=160
14041036,maxPrice=160, minPrice=145
14043390,maxPrice=150, minPrice=150
14056340,maxPrice=60, minPrice=60
14057189,maxPrice=100, minPrice=80
14057466,maxPrice=150, minPrice=150
14072256,maxPrice=115, minPrice=99
14072546,maxPrice=115, minPrice=85
14073235,maxPrice=225, minPrice=199
14074739,maxPrice=250, minPrice=190
14075290,maxPrice=115, minPrice=99
14083611,maxPrice=115, minPrice=85
14085771,maxPrice=211, minPrice=200
14086516,maxPrice=65, minPrice=50
14090779,maxPrice=69, minPrice=69
14091605,maxPrice=94, minPrice=94
14092792,maxPrice=59, minPrice=59
14094279,maxPrice=170, minPrice=149
14104621,maxPrice=128, minPrice=126
14105971,maxPrice=119, minPrice=103
14109809,maxPrice=87, minPrice=87
14110129,maxPrice=280, minPrice=250
14110186,maxPrice=79, minPrice=79
14110777,maxPrice=45, minPrice=45
14124430,maxPrice=455, minPrice=266
14125957,maxPrice=150, minPrice=150
14136069,maxPrice=220, minPrice=220
14136509,maxPrice=120, minPrice=120
14137262,maxPrice=80, minPrice=80
14141920,maxPrice=82, minPrice=81
14159799,maxPrice=165, minPrice=165
14168664,maxPrice=119, minPrice=115
14178758,maxPrice=85, minPrice=85
14191723,maxPrice=195, minPrice=195
14196983,maxPrice=89, minPrice=89
14204600,maxPrice=225, minPrice=225
14215317,maxPrice=245, minPrice=240
1421610,maxPrice=600, minPrice=320
14217967,maxPrice=200, minPrice=200
14219033,maxPrice=59, minPrice=58
14222649,maxPrice=93, minPrice=93
14235257,maxPrice=75, minPrice=62
14236787,maxPrice=295, minPrice=295
14237196,maxPrice=141, minPrice=141
14239909,maxPrice=266, minPrice=255
14242888,maxPrice=50, minPrice=50
